FECHA,TIMESTAMP,TIPO_VIAJERO,PUNTO_TURISTICO,RESIDENCIA,VIAJEROS,PERNOCTACIONES
2016-04-01,1459461600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,26300,51263
2016-05-01,1462053600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,37315,76833
2016-06-01,1464732000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,35687,81275
2016-07-01,1467324000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,42283,103925
2016-08-01,1470002400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,36929,89106
2016-09-01,1472680800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,37243,85934
2016-10-01,1475272800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,32268,67155
2016-11-01,1477954800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,17633,34239
2016-12-01,1480546800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,17185,30502
2017-01-01,1483225200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,13072,23194
2017-02-01,1485903600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,13950,25416
2017-03-01,1488322800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,16160,32663
2017-04-01,1490997600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,28613,57894
2017-05-01,1493589600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,36121,73165
2017-06-01,1496268000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,40192,88746
2017-07-01,1498860000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,41714,101827
2017-08-01,1501538400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,44748,98543
2017-09-01,1504216800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,40451,89652
2017-10-01,1506808800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,36456,74980
2017-11-01,1509490800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,19104,36535
2017-12-01,1512082800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,16215,30332
2018-01-01,1514761200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,13611,25921
2018-02-01,1517439600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,14567,25545
2018-03-01,1519858800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,20666,41724
2018-04-01,1522533600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,29019,61000
2018-05-01,1525125600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,42483,92905
2018-06-01,1527804000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,42416,92661
2018-07-01,1530396000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,43276,106917
2018-08-01,1533074400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,42715,97376
2018-09-01,1535752800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,39799,90790
2018-10-01,1538344800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,33045,72374
2018-11-01,1541026800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,18153,36192
2018-12-01,1543618800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,17057,31194
2019-01-01,1546297200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,14595,26683
2019-02-01,1548975600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,15909,26472
2019-03-01,1551394800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,20555,38513
2019-04-01,1554069600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,32148,69189
2019-05-01,1556661600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,41820,92695
2019-06-01,1559340000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,47098,106434
2019-07-01,1561932000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,47017,116037
2019-08-01,1564610400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,46312,108347
2019-09-01,1567288800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,44337,101356
2019-10-01,1569880800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,40317,90439
2019-11-01,1572562800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,20690,40647
2019-12-01,1575154800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,18875,33643
2020-01-01,1577833200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,18995,35297
2020-02-01,1580511600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,17624,33159
2020-03-01,1583017200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,7447,14475
2020-04-01,1585692000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,0,0
2020-05-01,1588284000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,,
2020-06-01,1590962400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,,
2020-07-01,1593554400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,21882,41935
2020-08-01,1596232800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,23570,49711
2020-09-01,1598911200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,10769,19303
2020-10-01,1601503200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,9401,15534
2020-11-01,1604185200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,1454,2416
2020-12-01,1606777200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,2759,4065
2021-01-01,1609455600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,2504,3654
2021-02-01,1612134000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,2176,3641
2021-03-01,1614553200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,2970,5265
2021-04-01,1617228000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,2930,5083
2021-05-01,1619820000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,8845,14485
2021-06-01,1622498400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,12888,23131
2021-07-01,1625090400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,28721,59858
2021-08-01,1627768800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,34688,74449
2021-09-01,1630447200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,32555,67762
2021-10-01,1633039200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,33697,64373
2021-11-01,1635721200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,22633,40082
2021-12-01,1638313200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,19431,33825
2022-01-01,1640991600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,15005,26854
2022-02-01,1643670000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,18674,34300
2022-03-01,1646089200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,22294,46478
2022-04-01,1648764000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,34930,76134
2022-05-01,1651356000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,43841,102389
2022-06-01,1654034400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,48712,122496
2022-07-01,1656626400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,54897,145279
2022-08-01,1659304800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,50886,129932
2022-09-01,1661983200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,51327,115256
2022-10-01,1664575200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,43967,98460
2022-11-01,1667257200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,27449,57885
2022-12-01,1669849200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,23169,45265
2023-01-01,1672527600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,21569,37716
2023-02-01,1675206000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,26348,45400
2023-03-01,1677625200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,32123,59055
2023-04-01,1680300000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,45450,90066
2023-05-01,1682892000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,56840,122356
2023-06-01,1685570400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,60602,131783
2023-07-01,1688162400000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,63267,155699
2023-08-01,1690840800000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,62258,145004
2023-09-01,1693519200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,60515,134779
2023-10-01,1696111200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,52557,110419
2023-11-01,1698793200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,30329,58548
2023-12-01,1701385200000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,27573,48267
2024-01-01,1704063600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,27089,49608
2024-02-01,1706742000000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,26604,46371
2024-03-01,1709247600000,Nacional,Donostia-San Sebastián,Residentes en el extranjero,38974,73201
2005-01-01,1104534000000,Nacional,León,Residentes en España,13082,22680
2005-02-01,1107212400000,Nacional,León,Residentes en España,16081,26401
2005-03-01,1109631600000,Nacional,León,Residentes en España,22657,40673
2005-04-01,1112306400000,Nacional,León,Residentes en España,21180,34864
2005-05-01,1114898400000,Nacional,León,Residentes en España,21893,35232
2005-06-01,1117576800000,Nacional,León,Residentes en España,21523,34014
2005-07-01,1120168800000,Nacional,León,Residentes en España,24525,35553
2005-08-01,1122847200000,Nacional,León,Residentes en España,32041,50175
2005-09-01,1125525600000,Nacional,León,Residentes en España,25550,41635
2005-10-01,1128117600000,Nacional,León,Residentes en España,27073,46420
2005-11-01,1130799600000,Nacional,León,Residentes en España,22661,35561
2005-12-01,1133391600000,Nacional,León,Residentes en España,16906,31713
2006-01-01,1136070000000,Nacional,León,Residentes en España,17543,26967
2006-02-01,1138748400000,Nacional,León,Residentes en España,20591,30805
2006-03-01,1141167600000,Nacional,León,Residentes en España,22542,38493
2006-04-01,1143842400000,Nacional,León,Residentes en España,26826,47144
2006-05-01,1146434400000,Nacional,León,Residentes en España,25948,43418
2006-06-01,1149112800000,Nacional,León,Residentes en España,28282,45405
2006-07-01,1151704800000,Nacional,León,Residentes en España,24122,40187
2006-08-01,1154383200000,Nacional,León,Residentes en España,35425,56469
2006-09-01,1157061600000,Nacional,León,Residentes en España,28836,48286
2006-10-01,1159653600000,Nacional,León,Residentes en España,29214,49005
2006-11-01,1162335600000,Nacional,León,Residentes en España,24344,39060
2006-12-01,1164927600000,Nacional,León,Residentes en España,23289,41413
2007-01-01,1167606000000,Nacional,León,Residentes en España,16612,29414
2007-02-01,1170284400000,Nacional,León,Residentes en España,21427,34730
2007-03-01,1172703600000,Nacional,León,Residentes en España,23729,39958
2007-04-01,1175378400000,Nacional,León,Residentes en España,28430,52536
2007-05-01,1177970400000,Nacional,León,Residentes en España,26092,43540
2007-06-01,1180648800000,Nacional,León,Residentes en España,27557,45223
2007-07-01,1183240800000,Nacional,León,Residentes en España,28569,46352
2007-08-01,1185919200000,Nacional,León,Residentes en España,33450,57236
2007-09-01,1188597600000,Nacional,León,Residentes en España,30323,47576
2007-10-01,1191189600000,Nacional,León,Residentes en España,32983,52844
2007-11-01,1193871600000,Nacional,León,Residentes en España,28590,47214
2007-12-01,1196463600000,Nacional,León,Residentes en España,22165,37750
2008-01-01,1199142000000,Nacional,León,Residentes en España,15625,25007
2008-02-01,1201820400000,Nacional,León,Residentes en España,21653,34175
2008-03-01,1204326000000,Nacional,León,Residentes en España,24723,42689
2008-04-01,1207000800000,Nacional,León,Residentes en España,21957,33606
2008-05-01,1209592800000,Nacional,León,Residentes en España,25613,42054
2008-06-01,1212271200000,Nacional,León,Residentes en España,25471,40711
2008-07-01,1214863200000,Nacional,León,Residentes en España,25733,41155
2008-08-01,1217541600000,Nacional,León,Residentes en España,32203,51817
2008-09-01,1220220000000,Nacional,León,Residentes en España,29564,43816
2008-10-01,1222812000000,Nacional,León,Residentes en España,28079,47819
2008-11-01,1225494000000,Nacional,León,Residentes en España,22428,34588
2008-12-01,1228086000000,Nacional,León,Residentes en España,18682,31681
2009-01-01,1230764400000,Nacional,León,Residentes en España,14331,24501
2009-02-01,1233442800000,Nacional,León,Residentes en España,16395,27103
2009-03-01,1235862000000,Nacional,León,Residentes en España,23174,37049
2009-04-01,1238536800000,Nacional,León,Residentes en España,25453,45805
2009-05-01,1241128800000,Nacional,León,Residentes en España,28566,44341
2009-06-01,1243807200000,Nacional,León,Residentes en España,26005,43084
2009-07-01,1246399200000,Nacional,León,Residentes en España,30165,45570
2009-08-01,1249077600000,Nacional,León,Residentes en España,37571,60244
2009-09-01,1251756000000,Nacional,León,Residentes en España,28792,47363
2009-10-01,1254348000000,Nacional,León,Residentes en España,30041,50253
2009-11-01,1257030000000,Nacional,León,Residentes en España,24655,40277
2009-12-01,1259622000000,Nacional,León,Residentes en España,21465,41022
2010-01-01,1262300400000,Nacional,León,Residentes en España,15827,27877
2010-02-01,1264978800000,Nacional,León,Residentes en España,19255,34489
2010-03-01,1267398000000,Nacional,León,Residentes en España,25782,45251
2010-04-01,1270072800000,Nacional,León,Residentes en España,24355,46979
2010-05-01,1272664800000,Nacional,León,Residentes en España,28816,47153
2010-06-01,1275343200000,Nacional,León,Residentes en España,29297,48264
2010-07-01,1277935200000,Nacional,León,Residentes en España,30262,48186
2010-08-01,1280613600000,Nacional,León,Residentes en España,36302,59579
2010-09-01,1283292000000,Nacional,León,Residentes en España,29268,48017
2010-10-01,1285884000000,Nacional,León,Residentes en España,32690,55012
2010-11-01,1288566000000,Nacional,León,Residentes en España,22913,38721
2010-12-01,1291158000000,Nacional,León,Residentes en España,20696,37664
2011-01-01,1293836400000,Nacional,León,Residentes en España,15638,30851
2011-02-01,1296514800000,Nacional,León,Residentes en España,19117,33480
2011-03-01,1298934000000,Nacional,León,Residentes en España,22697,37845
2011-04-01,1301608800000,Nacional,León,Residentes en España,26820,49862
2011-05-01,1304200800000,Nacional,León,Residentes en España,23174,39708
2011-06-01,1306879200000,Nacional,León,Residentes en España,27884,46362
2011-07-01,1309471200000,Nacional,León,Residentes en España,28466,47619
2011-08-01,1312149600000,Nacional,León,Residentes en España,34206,56851
2011-09-01,1314828000000,Nacional,León,Residentes en España,27036,45922
2011-10-01,1317420000000,Nacional,León,Residentes en España,28238,47527
2011-11-01,1320102000000,Nacional,León,Residentes en España,20930,35602
2011-12-01,1322694000000,Nacional,León,Residentes en España,19998,37203
2012-01-01,1325372400000,Nacional,León,Residentes en España,14873,28035
2012-02-01,1328050800000,Nacional,León,Residentes en España,17854,31759
2012-03-01,1330556400000,Nacional,León,Residentes en España,21597,38055
2012-04-01,1333231200000,Nacional,León,Residentes en España,25483,48588
2012-05-01,1335823200000,Nacional,León,Residentes en España,22240,37053
2012-06-01,1338501600000,Nacional,León,Residentes en España,23720,39397
2012-07-01,1341093600000,Nacional,León,Residentes en España,27281,43174
2012-08-01,1343772000000,Nacional,León,Residentes en España,31768,51840
2012-09-01,1346450400000,Nacional,León,Residentes en España,24927,42236
2012-10-01,1349042400000,Nacional,León,Residentes en España,24826,43191
2012-11-01,1351724400000,Nacional,León,Residentes en España,20584,37784
2012-12-01,1354316400000,Nacional,León,Residentes en España,18629,34237
2013-01-01,1356994800000,Nacional,León,Residentes en España,13569,25815
2013-02-01,1359673200000,Nacional,León,Residentes en España,16496,28851
2013-03-01,1362092400000,Nacional,León,Residentes en España,24254,45696
2013-04-01,1364767200000,Nacional,León,Residentes en España,20601,34949
2013-05-01,1367359200000,Nacional,León,Residentes en España,25588,41663
2013-06-01,1370037600000,Nacional,León,Residentes en España,26075,44194
2013-07-01,1372629600000,Nacional,León,Residentes en España,28636,45748
2013-08-01,1375308000000,Nacional,León,Residentes en España,35147,57831
2013-09-01,1377986400000,Nacional,León,Residentes en España,27229,46877
2013-10-01,1380578400000,Nacional,León,Residentes en España,28489,47804
2013-11-01,1383260400000,Nacional,León,Residentes en España,23735,43173
2013-12-01,1385852400000,Nacional,León,Residentes en España,19703,36129
2014-01-01,1388530800000,Nacional,León,Residentes en España,14740,25800
2014-02-01,1391209200000,Nacional,León,Residentes en España,19596,32230
2014-03-01,1393628400000,Nacional,León,Residentes en España,22744,37287
2014-04-01,1396303200000,Nacional,León,Residentes en España,27556,48340
2014-05-01,1398895200000,Nacional,León,Residentes en España,28527,46819
2014-06-01,1401573600000,Nacional,León,Residentes en España,27545,41698
2014-07-01,1404165600000,Nacional,León,Residentes en España,29305,46910
2014-08-01,1406844000000,Nacional,León,Residentes en España,36764,61839
2014-09-01,1409522400000,Nacional,León,Residentes en España,28123,46767
2014-10-01,1412114400000,Nacional,León,Residentes en España,30431,48099
2014-11-01,1414796400000,Nacional,León,Residentes en España,28044,44763
2014-12-01,1417388400000,Nacional,León,Residentes en España,24639,41899
2015-01-01,1420066800000,Nacional,León,Residentes en España,16721,29853
2015-02-01,1422745200000,Nacional,León,Residentes en España,19680,33483
2015-03-01,1425164400000,Nacional,León,Residentes en España,28203,46907
2015-04-01,1427839200000,Nacional,León,Residentes en España,29995,50880
2015-05-01,1430431200000,Nacional,León,Residentes en España,27126,46186
2015-06-01,1433109600000,Nacional,León,Residentes en España,29664,47334
2015-07-01,1435701600000,Nacional,León,Residentes en España,32885,51351
2015-08-01,1438380000000,Nacional,León,Residentes en España,43452,73771
2015-09-01,1441058400000,Nacional,León,Residentes en España,29124,47955
2015-10-01,1443650400000,Nacional,León,Residentes en España,35033,55248
2015-11-01,1446332400000,Nacional,León,Residentes en España,28302,46406
2015-12-01,1448924400000,Nacional,León,Residentes en España,27209,46632
2016-01-01,1451602800000,Nacional,León,Residentes en España,21040,36177
2016-02-01,1454281200000,Nacional,León,Residentes en España,24063,41310
2016-03-01,1456786800000,Nacional,León,Residentes en España,29900,54978
2016-04-01,1459461600000,Nacional,León,Residentes en España,28571,45394
2016-05-01,1462053600000,Nacional,León,Residentes en España,28053,44503
2016-06-01,1464732000000,Nacional,León,Residentes en España,31364,47998
2016-07-01,1467324000000,Nacional,León,Residentes en España,34595,56713
2016-08-01,1470002400000,Nacional,León,Residentes en España,41512,67381
2016-09-01,1472680800000,Nacional,León,Residentes en España,31492,52358
2016-10-01,1475272800000,Nacional,León,Residentes en España,31679,56695
2016-11-01,1477954800000,Nacional,León,Residentes en España,25420,43954
2016-12-01,1480546800000,Nacional,León,Residentes en España,23376,44505
2017-01-01,1483225200000,Nacional,León,Residentes en España,18559,32372
2017-02-01,1485903600000,Nacional,León,Residentes en España,23604,39904
2017-03-01,1488322800000,Nacional,León,Residentes en España,28732,47465
2017-04-01,1490997600000,Nacional,León,Residentes en España,31068,55697
2017-05-01,1493589600000,Nacional,León,Residentes en España,24049,42697
2017-06-01,1496268000000,Nacional,León,Residentes en España,24265,47072
2017-07-01,1498860000000,Nacional,León,Residentes en España,30313,59266
2017-08-01,1501538400000,Nacional,León,Residentes en España,35620,64699
2017-09-01,1504216800000,Nacional,León,Residentes en España,29877,57826
2017-10-01,1506808800000,Nacional,León,Residentes en España,29895,58600
2017-11-01,1509490800000,Nacional,León,Residentes en España,28270,50387
2017-12-01,1512082800000,Nacional,León,Residentes en España,25560,46547
2018-01-01,1514761200000,Nacional,León,Residentes en España,15957,26299
2018-02-01,1517439600000,Nacional,León,Residentes en España,17834,29322
2018-03-01,1519858800000,Nacional,León,Residentes en España,23767,40358
2018-04-01,1522533600000,Nacional,León,Residentes en España,26268,47425
2018-05-01,1525125600000,Nacional,León,Residentes en España,22888,38651
2018-06-01,1527804000000,Nacional,León,Residentes en España,27765,42734
2018-07-01,1530396000000,Nacional,León,Residentes en España,29398,47089
2018-08-01,1533074400000,Nacional,León,Residentes en España,35700,58436
2018-09-01,1535752800000,Nacional,León,Residentes en España,26642,39175
2018-10-01,1538344800000,Nacional,León,Residentes en España,28086,44000
2018-11-01,1541026800000,Nacional,León,Residentes en España,28301,47901
2018-12-01,1543618800000,Nacional,León,Residentes en España,23033,36332
2019-01-01,1546297200000,Nacional,León,Residentes en España,19555,38554
2019-02-01,1548975600000,Nacional,León,Residentes en España,19506,38664
2019-03-01,1551394800000,Nacional,León,Residentes en España,26058,53723
2019-04-01,1554069600000,Nacional,León,Residentes en España,29375,56352
2019-05-01,1556661600000,Nacional,León,Residentes en España,28230,50752
2019-06-01,1559340000000,Nacional,León,Residentes en España,28676,51704
2019-07-01,1561932000000,Nacional,León,Residentes en España,30889,59526
2019-08-01,1564610400000,Nacional,León,Residentes en España,36689,71299
2019-09-01,1567288800000,Nacional,León,Residentes en España,28121,54631
2019-10-01,1569880800000,Nacional,León,Residentes en España,35559,52045
2019-11-01,1572562800000,Nacional,León,Residentes en España,24769,47499
2019-12-01,1575154800000,Nacional,León,Residentes en España,22174,46253
2020-01-01,1577833200000,Nacional,León,Residentes en España,17900,34791
2020-02-01,1580511600000,Nacional,León,Residentes en España,22747,42181
2020-03-01,1583017200000,Nacional,León,Residentes en España,8735,23782
2020-04-01,1585692000000,Nacional,León,Residentes en España,0,0
2020-05-01,1588284000000,Nacional,León,Residentes en España,,
2020-06-01,1590962400000,Nacional,León,Residentes en España,,
2020-07-01,1593554400000,Nacional,León,Residentes en España,16019,28223
2020-08-01,1596232800000,Nacional,León,Residentes en España,26245,48183
2020-09-01,1598911200000,Nacional,León,Residentes en España,16748,31784
2020-10-01,1601503200000,Nacional,León,Residentes en España,6050,16583
2020-11-01,1604185200000,Nacional,León,Residentes en España,6303,15770
2020-12-01,1606777200000,Nacional,León,Residentes en España,6585,16377
2021-01-01,1609455600000,Nacional,León,Residentes en España,4765,11559
2021-02-01,1612134000000,Nacional,León,Residentes en España,4542,11680
2021-03-01,1614553200000,Nacional,León,Residentes en España,8854,18837
2021-04-01,1617228000000,Nacional,León,Residentes en España,9158,20563
2021-05-01,1619820000000,Nacional,León,Residentes en España,13236,26300
2021-06-01,1622498400000,Nacional,León,Residentes en España,19446,35000
2021-07-01,1625090400000,Nacional,León,Residentes en España,28178,50766
2021-08-01,1627768800000,Nacional,León,Residentes en España,45193,73408
2021-09-01,1630447200000,Nacional,León,Residentes en España,27155,48949
2021-10-01,1633039200000,Nacional,León,Residentes en España,31288,58282
2021-11-01,1635721200000,Nacional,León,Residentes en España,25647,43315
2021-12-01,1638313200000,Nacional,León,Residentes en España,19841,37377
2022-01-01,1640991600000,Nacional,León,Residentes en España,15302,27712
2022-02-01,1643670000000,Nacional,León,Residentes en España,21429,37826
2022-03-01,1646089200000,Nacional,León,Residentes en España,24591,42351
2022-04-01,1648764000000,Nacional,León,Residentes en España,28632,48058
2022-05-01,1651356000000,Nacional,León,Residentes en España,27449,44653
2022-06-01,1654034400000,Nacional,León,Residentes en España,28422,45649
2022-07-01,1656626400000,Nacional,León,Residentes en España,31943,50086
2022-08-01,1659304800000,Nacional,León,Residentes en España,41483,65574
2022-09-01,1661983200000,Nacional,León,Residentes en España,32043,54252
2022-10-01,1664575200000,Nacional,León,Residentes en España,30839,51138
2022-11-01,1667257200000,Nacional,León,Residentes en España,22371,38483
2022-12-01,1669849200000,Nacional,León,Residentes en España,21416,38457
2023-01-01,1672527600000,Nacional,León,Residentes en España,18092,31484
2023-02-01,1675206000000,Nacional,León,Residentes en España,21944,36542
2023-03-01,1677625200000,Nacional,León,Residentes en España,27166,42364
2023-04-01,1680300000000,Nacional,León,Residentes en España,34041,56807
2023-05-01,1682892000000,Nacional,León,Residentes en España,27559,45178
2023-06-01,1685570400000,Nacional,León,Residentes en España,28632,45571
2023-07-01,1688162400000,Nacional,León,Residentes en España,32678,52297
2023-08-01,1690840800000,Nacional,León,Residentes en España,46398,72410
2023-09-01,1693519200000,Nacional,León,Residentes en España,28112,44479
2023-10-01,1696111200000,Nacional,León,Residentes en España,29547,52032
2023-11-01,1698793200000,Nacional,León,Residentes en España,27624,46040
2023-12-01,1701385200000,Nacional,León,Residentes en España,23648,43538
2024-01-01,1704063600000,Nacional,León,Residentes en España,20369,37458
2024-02-01,1706742000000,Nacional,León,Residentes en España,22861,39839
2024-03-01,1709247600000,Nacional,León,Residentes en España,27843,50384
2005-01-01,1104534000000,Nacional,León,Residentes en el extranjero,621,1343
2005-02-01,1107212400000,Nacional,León,Residentes en el extranjero,819,1706
2005-03-01,1109631600000,Nacional,León,Residentes en el extranjero,2347,3562
2005-04-01,1112306400000,Nacional,León,Residentes en el extranjero,3208,4432
2005-05-01,1114898400000,Nacional,León,Residentes en el extranjero,8075,10377
2005-06-01,1117576800000,Nacional,León,Residentes en el extranjero,7011,8711
2005-07-01,1120168800000,Nacional,León,Residentes en el extranjero,7133,11188
2005-08-01,1122847200000,Nacional,León,Residentes en el extranjero,9049,13961
2005-09-01,1125525600000,Nacional,León,Residentes en el extranjero,7108,9965
2005-10-01,1128117600000,Nacional,León,Residentes en el extranjero,4857,6555
2005-11-01,1130799600000,Nacional,León,Residentes en el extranjero,2154,3706
2005-12-01,1133391600000,Nacional,León,Residentes en el extranjero,1414,2525
2006-01-01,1136070000000,Nacional,León,Residentes en el extranjero,1133,2005
2006-02-01,1138748400000,Nacional,León,Residentes en el extranjero,1509,2399
2006-03-01,1141167600000,Nacional,León,Residentes en el extranjero,2714,4720
2006-04-01,1143842400000,Nacional,León,Residentes en el extranjero,4912,6394
2006-05-01,1146434400000,Nacional,León,Residentes en el extranjero,7714,9825
2006-06-01,1149112800000,Nacional,León,Residentes en el extranjero,7001,9213
2006-07-01,1151704800000,Nacional,León,Residentes en el extranjero,6083,8244
2006-08-01,1154383200000,Nacional,León,Residentes en el extranjero,8700,12242
2006-09-01,1157061600000,Nacional,León,Residentes en el extranjero,9052,14121
2006-10-01,1159653600000,Nacional,León,Residentes en el extranjero,5888,8242
2006-11-01,1162335600000,Nacional,León,Residentes en el extranjero,2109,2727
2006-12-01,1164927600000,Nacional,León,Residentes en el extranjero,1956,3456
2007-01-01,1167606000000,Nacional,León,Residentes en el extranjero,1832,3186
2007-02-01,1170284400000,Nacional,León,Residentes en el extranjero,1263,1790
2007-03-01,1172703600000,Nacional,León,Residentes en el extranjero,2290,3543
2007-04-01,1175378400000,Nacional,León,Residentes en el extranjero,5005,7604
2007-05-01,1177970400000,Nacional,León,Residentes en el extranjero,9078,14647
2007-06-01,1180648800000,Nacional,León,Residentes en el extranjero,9608,13103
2007-07-01,1183240800000,Nacional,León,Residentes en el extranjero,6572,8666
2007-08-01,1185919200000,Nacional,León,Residentes en el extranjero,7755,11363
2007-09-01,1188597600000,Nacional,León,Residentes en el extranjero,9831,12981
2007-10-01,1191189600000,Nacional,León,Residentes en el extranjero,4133,5771
2007-11-01,1193871600000,Nacional,León,Residentes en el extranjero,3233,5186
2007-12-01,1196463600000,Nacional,León,Residentes en el extranjero,1884,3194
2008-01-01,1199142000000,Nacional,León,Residentes en el extranjero,1487,2630
2008-02-01,1201820400000,Nacional,León,Residentes en el extranjero,1751,2929
2008-03-01,1204326000000,Nacional,León,Residentes en el extranjero,2558,3477
2008-04-01,1207000800000,Nacional,León,Residentes en el extranjero,6660,8865
2008-05-01,1209592800000,Nacional,León,Residentes en el extranjero,10804,15155
2008-06-01,1212271200000,Nacional,León,Residentes en el extranjero,7658,10389
2008-07-01,1214863200000,Nacional,León,Residentes en el extranjero,7261,9858
2008-08-01,1217541600000,Nacional,León,Residentes en el extranjero,6797,9173
2008-09-01,1220220000000,Nacional,León,Residentes en el extranjero,8324,12084
2008-10-01,1222812000000,Nacional,León,Residentes en el extranjero,3972,6336
2008-11-01,1225494000000,Nacional,León,Residentes en el extranjero,2400,5014
2008-12-01,1228086000000,Nacional,León,Residentes en el extranjero,1585,2672
2009-01-01,1230764400000,Nacional,León,Residentes en el extranjero,1376,2380
