FECHA,TIMESTAMP,TIPO_VIAJERO,PUNTO_TURISTICO,RESIDENCIA,VIAJEROS,PERNOCTACIONES
2009-01-01,1230764400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,489,1567
2009-02-01,1233442800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1072,3211
2009-03-01,1235862000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2237,5639
2009-04-01,1238536800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2879,7270
2009-05-01,1241128800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3794,9994
2009-06-01,1243807200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2823,8846
2009-07-01,1246399200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1916,6411
2009-08-01,1249077600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1813,4736
2009-09-01,1251756000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3086,9162
2009-10-01,1254348000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4110,12366
2009-11-01,1257030000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1382,5195
2009-12-01,1259622000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1741,3867
2010-01-01,1262300400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1023,2705
2010-02-01,1264978800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1468,4569
2010-03-01,1267398000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2759,6895
2010-04-01,1270072800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3898,7818
2010-05-01,1272664800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3458,8867
2010-06-01,1275343200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2618,6656
2010-07-01,1277935200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2625,8630
2010-08-01,1280613600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2656,7980
2010-09-01,1283292000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3668,8948
2010-10-01,1285884000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3231,8312
2010-11-01,1288566000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1212,4144
2010-12-01,1291158000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,631,2293
2011-01-01,1293836400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1034,3075
2011-02-01,1296514800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1327,2991
2011-03-01,1298934000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3268,8738
2011-04-01,1301608800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3722,8991
2011-05-01,1304200800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,5494,13663
2011-06-01,1306879200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3458,8927
2011-07-01,1309471200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3865,10442
2011-08-01,1312149600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3436,9237
2011-09-01,1314828000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4847,12205
2011-10-01,1317420000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3926,9147
2011-11-01,1320102000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2447,5301
2011-12-01,1322694000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1426,3902
2012-01-01,1325372400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,894,2267
2012-02-01,1328050800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1487,4912
2012-03-01,1330556400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4189,9967
2012-04-01,1333231200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2481,5964
2012-05-01,1335823200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2949,7658
2012-06-01,1338501600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3741,9400
2012-07-01,1341093600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2409,7693
2012-08-01,1343772000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2948,9071
2012-09-01,1346450400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3990,9708
2012-10-01,1349042400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3160,9408
2012-11-01,1351724400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1092,6091
2012-12-01,1354316400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,989,6315
2013-01-01,1356994800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,774,6178
2013-02-01,1359673200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,950,6256
2013-03-01,1362092400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1558,6051
2013-04-01,1364767200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1564,4026
2013-05-01,1367359200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3552,7553
2013-06-01,1370037600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2571,5748
2013-07-01,1372629600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2169,6477
2013-08-01,1375308000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2422,8843
2013-09-01,1377986400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2316,6730
2013-10-01,1380578400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1635,6030
2013-11-01,1383260400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,916,2499
2013-12-01,1385852400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,845,2384
2014-01-01,1388530800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1031,2189
2014-02-01,1391209200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,647,2986
2014-03-01,1393628400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1505,4037
2014-04-01,1396303200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3657,9042
2014-05-01,1398895200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3201,7957
2014-06-01,1401573600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2372,6911
2014-07-01,1404165600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2225,5509
2014-08-01,1406844000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2425,8896
2014-09-01,1409522400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3234,9562
2014-10-01,1412114400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2418,8191
2014-11-01,1414796400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,943,3306
2014-12-01,1417388400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2489,4532
2015-01-01,1420066800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,,
2015-02-01,1422745200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1084,3143
2015-03-01,1425164400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1534,3330
2015-04-01,1427839200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2397,5835
2015-05-01,1430431200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2495,6473
2015-06-01,1433109600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2238,6170
2015-07-01,1435701600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2519,8210
2015-08-01,1438380000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2064,7733
2015-09-01,1441058400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2693,9908
2015-10-01,1443650400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2667,9182
2015-11-01,1446332400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1045,4337
2015-12-01,1448924400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,,
2016-01-01,1451602800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,,
2016-03-01,1456786800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1722,3702
2016-04-01,1459461600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2809,6907
2016-05-01,1462053600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3640,8605
2016-06-01,1464732000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2692,8516
2016-07-01,1467324000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2380,9243
2016-08-01,1470002400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2163,7710
2016-09-01,1472680800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3586,11354
2016-10-01,1475272800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3560,10614
2016-11-01,1477954800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1169,3757
2016-12-01,1480546800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1595,3591
2017-01-01,1483225200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,321,1881
2017-02-01,1485903600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1471,4931
2017-03-01,1488322800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2174,6382
2017-04-01,1490997600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3181,8742
2017-05-01,1493589600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4070,10628
2017-06-01,1496268000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2845,8456
2017-07-01,1498860000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2549,7336
2017-08-01,1501538400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2398,8031
2017-09-01,1504216800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3657,11470
2017-10-01,1506808800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4805,13385
2017-11-01,1509490800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1543,4490
2017-12-01,1512082800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1587,3985
2018-01-01,1514761200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1001,3960
2018-02-01,1517439600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1559,4923
2018-03-01,1519858800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2223,5124
2018-04-01,1522533600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3686,8809
2018-05-01,1525125600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4461,10816
2018-06-01,1527804000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3664,9686
2018-07-01,1530396000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2442,8380
2018-08-01,1533074400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2433,7391
2018-09-01,1535752800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3486,10595
2018-10-01,1538344800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3774,10643
2018-11-01,1541026800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2105,5419
2018-12-01,1543618800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1591,4159
2019-01-01,1546297200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,930,3132
2019-02-01,1548975600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1189,4451
2019-03-01,1551394800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2860,12486
2019-04-01,1554069600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3931,10868
2019-05-01,1556661600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,5494,12489
2019-06-01,1559340000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4754,12018
2019-07-01,1561932000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3069,8430
2019-08-01,1564610400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2437,8675
2019-09-01,1567288800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4586,12867
2019-10-01,1569880800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,5822,15001
2019-11-01,1572562800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1834,5693
2019-12-01,1575154800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2245,5735
2020-01-01,1577833200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,897,2673
2020-02-01,1580511600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1979,5625
2020-03-01,1583017200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1025,3345
2020-04-01,1585692000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,0,0
2020-05-01,1588284000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,,
2020-06-01,1590962400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,,
2020-07-01,1593554400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,827,2576
2020-08-01,1596232800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1091,3652
2020-09-01,1598911200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,653,2095
2020-10-01,1601503200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,453,1445
2020-11-01,1604185200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,143,708
2020-12-01,1606777200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,213,425
2021-01-01,1609455600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,233,1003
2021-02-01,1612134000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,192,1039
2021-03-01,1614553200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,200,880
2021-04-01,1617228000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,,
2021-05-01,1619820000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,540,1582
2021-06-01,1622498400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1475,4578
2021-07-01,1625090400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2687,6313
2021-08-01,1627768800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1799,5013
2021-09-01,1630447200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2904,6416
2021-10-01,1633039200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2378,6151
2021-11-01,1635721200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1127,2937
2021-12-01,1638313200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1199,2844
2022-01-01,1640991600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,659,2095
2022-02-01,1643670000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,630,2640
2022-03-01,1646089200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1067,3671
2022-04-01,1648764000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3561,7720
2022-05-01,1651356000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3759,8673
2022-06-01,1654034400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2956,7609
2022-07-01,1656626400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2263,6623
2022-08-01,1659304800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2482,7030
2022-09-01,1661983200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3686,8479
2022-10-01,1664575200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2315,6069
2022-11-01,1667257200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1065,3471
2022-12-01,1669849200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1164,2996
2023-01-01,1672527600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,811,2617
2023-02-01,1675206000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1269,4044
2023-03-01,1677625200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1967,4559
2023-04-01,1680300000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3950,8580
2023-05-01,1682892000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4125,9369
2023-06-01,1685570400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,3260,8402
2023-07-01,1688162400000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2212,5867
2023-08-01,1690840800000,Nacional,El Puerto De Santa María,Residentes en el extranjero,2406,7217
2023-09-01,1693519200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4004,9211
2023-10-01,1696111200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,4802,12364
2023-11-01,1698793200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1641,4069
2023-12-01,1701385200000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1592,3731
2024-01-01,1704063600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,798,2938
2024-02-01,1706742000000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1677,4509
2024-03-01,1709247600000,Nacional,El Puerto De Santa María,Residentes en el extranjero,1714,4335
2005-01-01,1104534000000,Nacional,Tarifa,Residentes en España,684,1280
2005-02-01,1107212400000,Nacional,Tarifa,Residentes en España,887,1556
2005-03-01,1109631600000,Nacional,Tarifa,Residentes en España,1323,2520
2005-04-01,1112306400000,Nacional,Tarifa,Residentes en España,5283,8848
2005-05-01,1114898400000,Nacional,Tarifa,Residentes en España,7165,12373
2005-06-01,1117576800000,Nacional,Tarifa,Residentes en España,5746,14845
2005-07-01,1120168800000,Nacional,Tarifa,Residentes en España,9516,31600
2005-08-01,1122847200000,Nacional,Tarifa,Residentes en España,9386,46023
2005-09-01,1125525600000,Nacional,Tarifa,Residentes en España,5646,17065
2005-10-01,1128117600000,Nacional,Tarifa,Residentes en España,2620,4537
2005-11-01,1130799600000,Nacional,Tarifa,Residentes en España,1672,2173
2005-12-01,1133391600000,Nacional,Tarifa,Residentes en España,1500,2296
2006-01-01,1136070000000,Nacional,Tarifa,Residentes en España,,
2006-02-01,1138748400000,Nacional,Tarifa,Residentes en España,,
2006-03-01,1141167600000,Nacional,Tarifa,Residentes en España,,
2006-04-01,1143842400000,Nacional,Tarifa,Residentes en España,7737,18276
2006-05-01,1146434400000,Nacional,Tarifa,Residentes en España,7830,13027
2006-06-01,1149112800000,Nacional,Tarifa,Residentes en España,9092,21703
2006-07-01,1151704800000,Nacional,Tarifa,Residentes en España,7230,21562
2006-08-01,1154383200000,Nacional,Tarifa,Residentes en España,10894,46372
2006-09-01,1157061600000,Nacional,Tarifa,Residentes en España,6815,15410
2006-10-01,1159653600000,Nacional,Tarifa,Residentes en España,3968,11303
2006-11-01,1162335600000,Nacional,Tarifa,Residentes en España,,
2006-12-01,1164927600000,Nacional,Tarifa,Residentes en España,,
2007-01-01,1167606000000,Nacional,Tarifa,Residentes en España,2178,3142
2007-02-01,1170284400000,Nacional,Tarifa,Residentes en España,2111,3184
2007-03-01,1172703600000,Nacional,Tarifa,Residentes en España,2966,4660
2007-04-01,1175378400000,Nacional,Tarifa,Residentes en España,7959,16513
2007-05-01,1177970400000,Nacional,Tarifa,Residentes en España,6338,10464
2007-06-01,1180648800000,Nacional,Tarifa,Residentes en España,9363,23225
2007-07-01,1183240800000,Nacional,Tarifa,Residentes en España,10544,31384
2007-08-01,1185919200000,Nacional,Tarifa,Residentes en España,13673,49656
2007-09-01,1188597600000,Nacional,Tarifa,Residentes en España,9657,23320
2007-10-01,1191189600000,Nacional,Tarifa,Residentes en España,4013,7113
2007-11-01,1193871600000,Nacional,Tarifa,Residentes en España,1929,2990
2007-12-01,1196463600000,Nacional,Tarifa,Residentes en España,2213,3839
2008-01-01,1199142000000,Nacional,Tarifa,Residentes en España,,
2008-02-01,1201820400000,Nacional,Tarifa,Residentes en España,,
2008-03-01,1204326000000,Nacional,Tarifa,Residentes en España,3621,8564
2008-04-01,1207000800000,Nacional,Tarifa,Residentes en España,4070,9018
2008-05-01,1209592800000,Nacional,Tarifa,Residentes en España,6027,12693
2008-06-01,1212271200000,Nacional,Tarifa,Residentes en España,10034,22871
2008-07-01,1214863200000,Nacional,Tarifa,Residentes en España,13064,38663
2008-08-01,1217541600000,Nacional,Tarifa,Residentes en España,15355,53808
2008-09-01,1220220000000,Nacional,Tarifa,Residentes en España,9379,20826
2008-10-01,1222812000000,Nacional,Tarifa,Residentes en España,3097,5584
2008-11-01,1225494000000,Nacional,Tarifa,Residentes en España,1648,2689
2008-12-01,1228086000000,Nacional,Tarifa,Residentes en España,1372,2405
2009-01-01,1230764400000,Nacional,Tarifa,Residentes en España,1372,2080
2009-02-01,1233442800000,Nacional,Tarifa,Residentes en España,2307,3021
2009-03-01,1235862000000,Nacional,Tarifa,Residentes en España,2111,3055
2009-04-01,1238536800000,Nacional,Tarifa,Residentes en España,4505,9325
2009-05-01,1241128800000,Nacional,Tarifa,Residentes en España,5409,12067
2009-06-01,1243807200000,Nacional,Tarifa,Residentes en España,9559,23640
2009-07-01,1246399200000,Nacional,Tarifa,Residentes en España,12606,37755
2009-08-01,1249077600000,Nacional,Tarifa,Residentes en España,16561,53634
2009-09-01,1251756000000,Nacional,Tarifa,Residentes en España,8484,17916
2009-10-01,1254348000000,Nacional,Tarifa,Residentes en España,4325,8186
2009-11-01,1257030000000,Nacional,Tarifa,Residentes en España,,
2009-12-01,1259622000000,Nacional,Tarifa,Residentes en España,1802,2555
2010-01-01,1262300400000,Nacional,Tarifa,Residentes en España,1232,2009
2010-02-01,1264978800000,Nacional,Tarifa,Residentes en España,1380,1814
2010-03-01,1267398000000,Nacional,Tarifa,Residentes en España,1739,2753
2010-04-01,1270072800000,Nacional,Tarifa,Residentes en España,2850,4905
2010-05-01,1272664800000,Nacional,Tarifa,Residentes en España,4976,9140
2010-06-01,1275343200000,Nacional,Tarifa,Residentes en España,7751,19370
2010-07-01,1277935200000,Nacional,Tarifa,Residentes en España,11818,34096
2010-08-01,1280613600000,Nacional,Tarifa,Residentes en España,13764,50177
2010-09-01,1283292000000,Nacional,Tarifa,Residentes en España,8143,15985
2010-10-01,1285884000000,Nacional,Tarifa,Residentes en España,2895,4983
2010-11-01,1288566000000,Nacional,Tarifa,Residentes en España,1419,2199
2010-12-01,1291158000000,Nacional,Tarifa,Residentes en España,1683,2463
2011-04-01,1301608800000,Nacional,Tarifa,Residentes en España,4966,9088
2011-05-01,1304200800000,Nacional,Tarifa,Residentes en España,4978,7991
2011-06-01,1306879200000,Nacional,Tarifa,Residentes en España,9298,21111
2011-07-01,1309471200000,Nacional,Tarifa,Residentes en España,11845,33382
2011-08-01,1312149600000,Nacional,Tarifa,Residentes en España,12606,42266
2011-09-01,1314828000000,Nacional,Tarifa,Residentes en España,8277,18043
2011-10-01,1317420000000,Nacional,Tarifa,Residentes en España,2526,3698
2012-01-01,1325372400000,Nacional,Tarifa,Residentes en España,,
2012-02-01,1328050800000,Nacional,Tarifa,Residentes en España,,
2012-03-01,1330556400000,Nacional,Tarifa,Residentes en España,1152,1563
2012-04-01,1333231200000,Nacional,Tarifa,Residentes en España,3137,5846
2012-05-01,1335823200000,Nacional,Tarifa,Residentes en España,4323,7574
2012-06-01,1338501600000,Nacional,Tarifa,Residentes en España,9002,18225
2012-07-01,1341093600000,Nacional,Tarifa,Residentes en España,10345,29707
2012-08-01,1343772000000,Nacional,Tarifa,Residentes en España,13415,41218
2012-09-01,1346450400000,Nacional,Tarifa,Residentes en España,7219,15293
2012-10-01,1349042400000,Nacional,Tarifa,Residentes en España,3495,4977
2012-11-01,1351724400000,Nacional,Tarifa,Residentes en España,,
2012-12-01,1354316400000,Nacional,Tarifa,Residentes en España,,
2013-01-01,1356994800000,Nacional,Tarifa,Residentes en España,727,1132
2013-02-01,1359673200000,Nacional,Tarifa,Residentes en España,2150,2682
2013-03-01,1362092400000,Nacional,Tarifa,Residentes en España,1847,3158
2013-04-01,1364767200000,Nacional,Tarifa,Residentes en España,2254,3760
2013-05-01,1367359200000,Nacional,Tarifa,Residentes en España,4588,7096
2013-06-01,1370037600000,Nacional,Tarifa,Residentes en España,6916,15176
2013-07-01,1372629600000,Nacional,Tarifa,Residentes en España,10352,25734
2013-08-01,1375308000000,Nacional,Tarifa,Residentes en España,13765,35351
2013-09-01,1377986400000,Nacional,Tarifa,Residentes en España,7466,12674
2013-10-01,1380578400000,Nacional,Tarifa,Residentes en España,3335,4413
2013-11-01,1383260400000,Nacional,Tarifa,Residentes en España,1336,2173
2013-12-01,1385852400000,Nacional,Tarifa,Residentes en España,984,1427
2014-01-01,1388530800000,Nacional,Tarifa,Residentes en España,,
2014-02-01,1391209200000,Nacional,Tarifa,Residentes en España,,
2014-03-01,1393628400000,Nacional,Tarifa,Residentes en España,,
2014-04-01,1396303200000,Nacional,Tarifa,Residentes en España,2381,4425
2014-05-01,1398895200000,Nacional,Tarifa,Residentes en España,4397,7556
2014-06-01,1401573600000,Nacional,Tarifa,Residentes en España,7248,15890
2014-07-01,1404165600000,Nacional,Tarifa,Residentes en España,10320,26951
2014-08-01,1406844000000,Nacional,Tarifa,Residentes en España,14752,39658
2014-09-01,1409522400000,Nacional,Tarifa,Residentes en España,8631,17772
2014-10-01,1412114400000,Nacional,Tarifa,Residentes en España,4690,5608
2014-11-01,1414796400000,Nacional,Tarifa,Residentes en España,,
2014-12-01,1417388400000,Nacional,Tarifa,Residentes en España,,
2015-01-01,1420066800000,Nacional,Tarifa,Residentes en España,,
2015-02-01,1422745200000,Nacional,Tarifa,Residentes en España,,
2015-03-01,1425164400000,Nacional,Tarifa,Residentes en España,,
2015-04-01,1427839200000,Nacional,Tarifa,Residentes en España,3144,5060
2015-05-01,1430431200000,Nacional,Tarifa,Residentes en España,6534,11885
2015-06-01,1433109600000,Nacional,Tarifa,Residentes en España,7915,19391
2015-07-01,1435701600000,Nacional,Tarifa,Residentes en España,12653,32849
2015-08-01,1438380000000,Nacional,Tarifa,Residentes en España,12904,38870
2015-09-01,1441058400000,Nacional,Tarifa,Residentes en España,8125,17348
2015-10-01,1443650400000,Nacional,Tarifa,Residentes en España,3721,5255
2015-11-01,1446332400000,Nacional,Tarifa,Residentes en España,,
2015-12-01,1448924400000,Nacional,Tarifa,Residentes en España,,
2016-01-01,1451602800000,Nacional,Tarifa,Residentes en España,,
2016-02-01,1454281200000,Nacional,Tarifa,Residentes en España,,
2016-03-01,1456786800000,Nacional,Tarifa,Residentes en España,2592,5126
2016-04-01,1459461600000,Nacional,Tarifa,Residentes en España,2620,4140
2016-05-01,1462053600000,Nacional,Tarifa,Residentes en España,4633,9010
2016-06-01,1464732000000,Nacional,Tarifa,Residentes en España,7576,20117
2016-07-01,1467324000000,Nacional,Tarifa,Residentes en España,10517,33666
2016-08-01,1470002400000,Nacional,Tarifa,Residentes en España,10403,42027
2016-09-01,1472680800000,Nacional,Tarifa,Residentes en España,6670,17891
2016-10-01,1475272800000,Nacional,Tarifa,Residentes en España,2756,4740
2016-11-01,1477954800000,Nacional,Tarifa,Residentes en España,,
2016-12-01,1480546800000,Nacional,Tarifa,Residentes en España,,
2017-01-01,1483225200000,Nacional,Tarifa,Residentes en España,2120,2943
2017-02-01,1485903600000,Nacional,Tarifa,Residentes en España,1397,1892
2017-03-01,1488322800000,Nacional,Tarifa,Residentes en España,2339,3496
2017-04-01,1490997600000,Nacional,Tarifa,Residentes en España,5745,11302
2017-05-01,1493589600000,Nacional,Tarifa,Residentes en España,6300,10848
2017-06-01,1496268000000,Nacional,Tarifa,Residentes en España,8992,21064
2017-07-01,1498860000000,Nacional,Tarifa,Residentes en España,10459,30126
2017-08-01,1501538400000,Nacional,Tarifa,Residentes en España,10775,39692
2017-09-01,1504216800000,Nacional,Tarifa,Residentes en España,9380,21442
2017-10-01,1506808800000,Nacional,Tarifa,Residentes en España,3742,6731
2017-11-01,1509490800000,Nacional,Tarifa,Residentes en España,1529,2171
2017-12-01,1512082800000,Nacional,Tarifa,Residentes en España,1649,3201
2018-01-01,1514761200000,Nacional,Tarifa,Residentes en España,2792,3963
2018-02-01,1517439600000,Nacional,Tarifa,Residentes en España,3389,4858
2018-03-01,1519858800000,Nacional,Tarifa,Residentes en España,4391,7396
