Zona;Month;Year;Tasa Paro
Madrid, Comunidad de;6;2021;12.2
Madrid, Comunidad de;6;2022;10.7
Madrid, Comunidad de;6;2023;9.11
Madrid, Comunidad de;9;2002;7.75
Madrid, Comunidad de;9;2003;7.48
Madrid, Comunidad de;9;2004;6.49
Madrid, Comunidad de;9;2005;6.22
Madrid, Comunidad de;9;2006;5.97
Madrid, Comunidad de;9;2007;5.97
Madrid, Comunidad de;9;2008;8.32
Madrid, Comunidad de;9;2009;14.18
Madrid, Comunidad de;9;2010;15.76
Madrid, Comunidad de;9;2011;16.59
Madrid, Comunidad de;9;2012;18.23
Madrid, Comunidad de;9;2013;19.41
Madrid, Comunidad de;9;2014;17.53
Madrid, Comunidad de;9;2015;16.27
Madrid, Comunidad de;9;2016;15.19
Madrid, Comunidad de;9;2017;12.35
Madrid, Comunidad de;9;2018;11.86
Madrid, Comunidad de;9;2019;10.26
Madrid, Comunidad de;9;2020;13.25
Madrid, Comunidad de;9;2021;12.13
Madrid, Comunidad de;9;2022;11.11
Madrid, Comunidad de;9;2023;10.24
Madrid, Comunidad de;12;2002;6.99
Madrid, Comunidad de;12;2003;7.16
Madrid, Comunidad de;12;2004;6.95
Madrid, Comunidad de;12;2005;5.9
Madrid, Comunidad de;12;2006;6.46
Madrid, Comunidad de;12;2007;6.4
Madrid, Comunidad de;12;2008;10.02
Madrid, Comunidad de;12;2009;14.48
Madrid, Comunidad de;12;2010;15.54
Madrid, Comunidad de;12;2011;17.96
Madrid, Comunidad de;12;2012;19.32
Madrid, Comunidad de;12;2013;20.45
Madrid, Comunidad de;12;2014;18
Madrid, Comunidad de;12;2015;16.51
Madrid, Comunidad de;12;2016;14.6
Madrid, Comunidad de;12;2017;13.75
Madrid, Comunidad de;12;2018;11.54
Madrid, Comunidad de;12;2019;9.99
Madrid, Comunidad de;12;2020;13.53
Madrid, Comunidad de;12;2021;10.18
Madrid, Comunidad de;12;2022;11.33
Madrid, Comunidad de;12;2023;9.64
Total Nacional;3;2002;11.55
Total Nacional;3;2003;11.99
Total Nacional;3;2004;11.5
Total Nacional;3;2005;10.17
Total Nacional;3;2006;9.03
Total Nacional;3;2007;8.42
Total Nacional;3;2008;9.6
Total Nacional;3;2009;17.24
Total Nacional;3;2010;19.84
Total Nacional;3;2011;21.08
Total Nacional;3;2012;24.19
Total Nacional;3;2013;26.94
Total Nacional;3;2014;25.93
Total Nacional;3;2015;23.78
Total Nacional;3;2016;21
Total Nacional;3;2017;18.75
Total Nacional;3;2018;16.74
Total Nacional;3;2019;14.7
Total Nacional;3;2020;14.41
Total Nacional;3;2021;16.14
Total Nacional;3;2022;13.73
Total Nacional;3;2023;13.38
Total Nacional;3;2024;12.29
Total Nacional;6;2002;11.15
Total Nacional;6;2003;11.28
Total Nacional;6;2004;11.09
Total Nacional;6;2005;9.32
Total Nacional;6;2006;8.44
Total Nacional;6;2007;7.93
Total Nacional;6;2008;10.36
Total Nacional;6;2009;17.77
Total Nacional;6;2010;19.89
Total Nacional;6;2011;20.64
Total Nacional;6;2012;24.4
Total Nacional;6;2013;26.06
Total Nacional;6;2014;24.47
Total Nacional;6;2015;22.37
Total Nacional;6;2016;20
Total Nacional;6;2017;17.22
Total Nacional;6;2018;15.28
Total Nacional;6;2019;14.02
Total Nacional;6;2020;15.33
Total Nacional;6;2021;15.39
Total Nacional;6;2022;12.69
Total Nacional;6;2023;11.67
Total Nacional;9;2002;11.49
Total Nacional;9;2003;11.3
Total Nacional;9;2004;10.74
Total Nacional;9;2005;8.41
Total Nacional;9;2006;8.08
Total Nacional;9;2007;8.01
Total Nacional;9;2008;11.23
Total Nacional;9;2009;17.75
Total Nacional;9;2010;19.59
Total Nacional;9;2011;21.28
Total Nacional;9;2012;24.79
Total Nacional;9;2013;25.65
Total Nacional;9;2014;23.67
Total Nacional;9;2015;21.18
Total Nacional;9;2016;18.91
Total Nacional;9;2017;16.38
Total Nacional;9;2018;14.55
Total Nacional;9;2019;13.92
Total Nacional;9;2020;16.26
Total Nacional;9;2021;14.71
Total Nacional;9;2022;12.73
Total Nacional;9;2023;11.89
Total Nacional;12;2002;11.61
Total Nacional;12;2003;11.37
Total Nacional;12;2004;10.53
Total Nacional;12;2005;8.71
Total Nacional;12;2006;8.26
Total Nacional;12;2007;8.57
Total Nacional;12;2008;13.79
Total Nacional;12;2009;18.66
Total Nacional;12;2010;20.11
Total Nacional;12;2011;22.56
Total Nacional;12;2012;25.77
Total Nacional;12;2013;25.73
Total Nacional;12;2014;23.7
Total Nacional;12;2015;20.9
Total Nacional;12;2016;18.63
Total Nacional;12;2017;16.55
Total Nacional;12;2018;14.45
Total Nacional;12;2019;13.78
Total Nacional;12;2020;16.13
Total Nacional;12;2021;13.44
Total Nacional;12;2022;12.99
Total Nacional;12;2023;11.8
